id_ambulance,code_ambulance,plaque_immatriculation,ville,latitude,longitude,statut,vitesse_kmh,zone,carburant_pourcent,actif,timestamp
13,AMB-013,26955-A-2,Tanger,35.80471583744567,-5.858571051710122,hors_service,0.0,nord,72,True,2025-11-17T19:53:19Z
14,AMB-014,45847-A-7,Tanger,35.73455861956663,-5.820540106094034,disponible,0.07626783957862093,nord,73,True,2025-11-17T19:53:19Z
15,AMB-015,11836-A-9,Laayoune,27.08923298643195,-13.193853178455862,disponible,8.857093663205449,sud,99,True,2025-11-17T19:53:19Z
16,AMB-016,52265-A-1,Agadir,30.39289087145387,-9.600887389826683,disponible,29.755436247948293,sud,59,True,2025-11-17T19:53:19Z
17,AMB-017,40273-A-2,Marrakech,31.64904255903707,-7.984984503669184,en_intervention,16.936979069219646,sud,95,True,2025-11-17T19:53:19Z
18,AMB-018,75461-A-6,Marrakech,31.597246798640484,-7.960776857406439,en_intervention,3.5088857531717355,sud,92,True,2025-11-17T19:53:19Z
19,AMB-019,98992-A-3,Marrakech,31.599747731241916,-7.9605361618921435,disponible,4.151926170199513,sud,95,True,2025-11-17T19:53:19Z
20,AMB-020,44462-A-5,Fès,34.04359755539441,-4.956149558979291,hors_service,0.0,nord,77,True,2025-11-17T19:53:19Z
21,AMB-021,78091-A-1,Rabat,34.04249329001755,-6.889433523510185,disponible,27.198064621278515,centre,98,True,2025-11-17T19:53:19Z
22,AMB-022,71901-A-4,Tanger,35.73902810514809,-5.882947904308432,en_route,38.07719839750701,nord,91,True,2025-11-17T19:53:19Z
23,AMB-023,93429-A-3,Casablanca,33.59041476506371,-7.571467506913281,hors_service,0.0,centre,66,True,2025-11-17T19:53:19Z
24,AMB-024,94907-A-2,Laayoune,27.108457949033294,-13.191908909645534,en_route,75.69247939263823,sud,61,True,2025-11-17T19:53:19Z
25,AMB-025,66197-A-2,Casablanca,33.59823766226946,-7.549744664173779,disponible,16.016973479549215,centre,63,True,2025-11-17T19:53:19Z
26,AMB-026,77893-A-6,Rabat,33.99037697788208,-6.853985855942609,en_intervention,0.7069857287024472,centre,82,True,2025-11-17T19:53:19Z
27,AMB-027,72784-A-5,Casablanca,33.54308271849133,-7.604333742074725,hors_service,0.0,centre,80,True,2025-11-17T19:53:19Z
28,AMB-028,51832-A-9,Rabat,34.00746299091443,-6.8504979871973815,disponible,23.638383932024404,centre,83,True,2025-11-17T19:53:19Z
29,AMB-029,44134-A-6,Casablanca,33.57846588971249,-7.547576835048132,en_route,32.26945273309634,centre,79,True,2025-11-17T19:53:19Z
30,AMB-030,73393-A-2,Rabat,34.03120468765703,-6.831874030767806,disponible,26.19419192668706,centre,63,True,2025-11-17T19:53:19Z
31,AMB-031,57826-A-5,Rabat,34.05436568716566,-6.796462381370692,en_route,70.69351174117125,centre,74,True,2025-11-17T19:53:19Z
32,AMB-032,63702-A-1,Agadir,30.4614887416888,-9.630177357866927,disponible,27.46805576035229,sud,68,True,2025-11-17T19:53:19Z
33,AMB-033,38335-A-1,Casablanca,33.52942730676546,-7.610613017441624,hors_service,0.0,centre,63,True,2025-11-17T19:53:19Z
34,AMB-034,60145-A-1,Tanger,35.736708620931275,-5.836583538475049,en_route,31.549376106265836,nord,63,True,2025-11-17T19:53:19Z
35,AMB-035,88810-A-7,Fès,33.99608339663249,-4.985286938289053,disponible,10.031860711776089,nord,95,True,2025-11-17T19:53:19Z
36,AMB-036,16956-A-4,Fès,34.03393106774736,-4.980463481714369,disponible,26.933301400755234,nord,71,True,2025-11-17T19:53:19Z
37,AMB-037,33851-A-9,Fès,34.067120422596396,-5.0297385060777415,disponible,4.004008321580783,nord,64,True,2025-11-17T19:53:19Z
38,AMB-038,33352-A-6,Laayoune,27.14293793890417,-13.140504456058821,en_route,64.91488787632582,sud,77,True,2025-11-17T19:53:19Z
39,AMB-039,42394-A-9,Marrakech,31.6040438681982,-7.957161830844635,en_intervention,14.342904142180142,sud,70,True,2025-11-17T19:53:19Z
40,AMB-040,74825-A-4,Rabat,34.0551861538784,-6.809668078335635,hors_service,0.0,centre,96,True,2025-11-17T19:53:19Z
41,AMB-041,29894-A-7,Fès,33.99131662948349,-5.039269841974856,disponible,25.06222315425395,nord,73,True,2025-11-17T19:53:19Z
42,AMB-042,82817-A-6,Tanger,35.78366894607458,-5.8107543232035015,disponible,4.538011175105598,nord,72,True,2025-11-17T19:53:19Z
43,AMB-043,24890-A-6,Agadir,30.473711951598073,-9.563877549295544,disponible,28.83869018310339,sud,70,True,2025-11-17T19:53:19Z
44,AMB-044,57427-A-2,Rabat,33.97631325656982,-6.852998080114624,en_intervention,18.442607273063413,centre,83,True,2025-11-17T19:53:19Z
46,AMB-046,27557-A-6,Oujda,34.71874326869664,-1.9000182296614454,disponible,26.019666953256884,est,85,True,2025-11-17T19:53:19Z
47,AMB-047,49029-A-8,Fès,34.02857032344848,-4.9832193652833245,disponible,20.96757813845597,nord,64,True,2025-11-17T19:53:19Z
48,AMB-048,14788-A-2,Fès,34.043678169872614,-5.011401110080269,en_route,72.01131460649079,nord,60,True,2025-11-17T19:53:19Z
49,AMB-049,36967-A-5,Rabat,34.041051138076995,-6.885538903375868,disponible,14.057425338318726,centre,77,True,2025-11-17T19:53:19Z
50,AMB-050,91574-A-7,Agadir,30.475327544182274,-9.576562131782422,disponible,3.5327778066435833,sud,93,True,2025-11-17T19:53:19Z
1,AMB-001,61995-A-4,Agadir,30.38747711949164,-9.646405398214954,disponible,2.441280447817167,sud,86,True,2025-11-17T19:53:21Z
2,AMB-002,44095-A-8,Laayoune,27.16607542564481,-13.152760621768413,en_intervention,19.922982629254513,sud,68,True,2025-11-17T19:53:21Z
3,AMB-003,91950-A-5,Rabat,34.06425504745497,-6.877424409356254,disponible,11.702484146899394,centre,98,True,2025-11-17T19:53:21Z
4,AMB-004,90060-A-7,Oujda,34.72351889323527,-1.9152211703368907,en_intervention,10.536672066520811,est,83,True,2025-11-17T19:53:21Z
5,AMB-005,49576-A-8,Rabat,34.0445631703445,-6.861479112429015,en_route,46.77302165143223,centre,90,True,2025-11-17T19:53:21Z
6,AMB-006,92592-A-7,Rabat,33.980491479939744,-6.880621892368348,disponible,3.3505561728033193,centre,76,True,2025-11-17T19:53:21Z
7,AMB-007,71569-A-8,Oujda,34.68783539314631,-1.8900656767120565,en_intervention,11.276593129695833,est,98,True,2025-11-17T19:53:21Z
8,AMB-008,23804-A-8,Agadir,30.44802630644476,-9.573438365093716,en_intervention,1.9852044128329793,sud,81,True,2025-11-17T19:53:21Z
9,AMB-009,15605-A-6,Agadir,30.436035067886706,-9.629407890069231,hors_service,0.0,sud,83,True,2025-11-17T19:53:21Z
10,AMB-010,45459-A-3,Marrakech,31.587574423695106,-7.947378434710445,disponible,27.202166838198163,sud,76,True,2025-11-17T19:53:21Z
11,AMB-011,86751-A-9,Laayoune,27.077926970858123,-13.170804248819792,en_route,51.44843656601061,sud,97,True,2025-11-17T19:53:21Z
12,AMB-012,10353-A-7,Marrakech,31.61857629802885,-7.985491985227033,en_intervention,7.756223401431983,sud,79,True,2025-11-17T19:53:21Z
13,AMB-013,26955-A-2,Tanger,35.726479330493,-5.859135543185233,disponible,25.939380459463763,nord,72,True,2025-11-17T19:53:21Z
14,AMB-014,45847-A-7,Tanger,35.800021617993465,-5.805706197320054,en_route,74.6506197848632,nord,73,True,2025-11-17T19:53:21Z
15,AMB-015,11836-A-9,Laayoune,27.168347004603746,-13.151685091079992,disponible,24.7482463763484,sud,99,True,2025-11-17T19:53:21Z
16,AMB-016,52265-A-1,Agadir,30.41143660474108,-9.644439463475912,disponible,8.09042733972736,sud,59,True,2025-11-17T19:53:21Z
17,AMB-017,40273-A-2,Marrakech,31.59939501780708,-8.01822705692901,hors_service,0.0,sud,95,True,2025-11-17T19:53:21Z
18,AMB-018,75461-A-6,Marrakech,31.608658318529976,-7.997072157914242,disponible,22.659634415079186,sud,91,True,2025-11-17T19:53:21Z
19,AMB-019,98992-A-3,Marrakech,31.59205656994043,-7.957258454743951,disponible,20.56764304631259,sud,95,True,2025-11-17T19:53:21Z
20,AMB-020,44462-A-5,Fès,33.99581988515242,-4.991985066905277,disponible,24.23670372077713,nord,77,True,2025-11-17T19:53:21Z
21,AMB-021,78091-A-1,Rabat,33.990904836676265,-6.889510460717877,disponible,28.501142858382728,centre,98,True,2025-11-17T19:53:21Z
22,AMB-022,71901-A-4,Tanger,35.71081854926854,-5.856116716067895,en_route,69.73171827032667,nord,91,True,2025-11-17T19:53:21Z
23,AMB-023,93429-A-3,Casablanca,33.568478905161975,-7.5686625934162475,disponible,12.77234789804646,centre,66,True,2025-11-17T19:53:21Z
24,AMB-024,94907-A-2,Laayoune,27.128108443277174,-13.176071426086635,disponible,25.23479736581903,sud,61,True,2025-11-17T19:53:21Z
25,AMB-025,66197-A-2,Casablanca,33.58783002776673,-7.586396605187422,en_route,79.1341160864773,centre,63,True,2025-11-17T19:53:21Z
26,AMB-026,77893-A-6,Rabat,34.01878777749396,-6.856581711992278,disponible,11.385390394798623,centre,81,True,2025-11-17T19:53:21Z
27,AMB-027,72784-A-5,Casablanca,33.59968815555276,-7.5452642304068105,hors_service,0.0,centre,80,True,2025-11-17T19:53:21Z
28,AMB-028,51832-A-9,Rabat,34.01953086753177,-6.878845070402198,disponible,26.48523037206516,centre,83,True,2025-11-17T19:53:21Z
29,AMB-029,44134-A-6,Casablanca,33.557816816918404,-7.573132692850416,disponible,5.643985157085311,centre,78,True,2025-11-17T19:53:21Z
30,AMB-030,73393-A-2,Rabat,34.05119902454437,-6.880955454625626,disponible,8.424438850709556,centre,63,True,2025-11-17T19:53:21Z
31,AMB-031,57826-A-5,Rabat,33.990000753936314,-6.8131902823222905,disponible,0.0041492523986597085,centre,74,True,2025-11-17T19:53:21Z
32,AMB-032,63702-A-1,Agadir,30.45182719972462,-9.604624272120377,en_route,44.65940036852177,sud,68,True,2025-11-17T19:53:21Z
33,AMB-033,38335-A-1,Casablanca,33.57272495268547,-7.611704513398199,disponible,29.45142593634257,centre,63,True,2025-11-17T19:53:21Z
34,AMB-034,60145-A-1,Tanger,35.79365446464569,-5.79157293208769,disponible,9.939735738263028,nord,63,True,2025-11-17T19:53:21Z
35,AMB-035,88810-A-7,Fès,33.99214296929756,-5.0197486640141324,disponible,16.92100884151771,nord,94,True,2025-11-17T19:53:21Z
36,AMB-036,16956-A-4,Fès,34.06329015941447,-5.043000633753374,disponible,18.652745787842917,nord,71,True,2025-11-17T19:53:21Z
37,AMB-037,33851-A-9,Fès,34.04359361085405,-4.994911322331805,disponible,5.536980166176,nord,64,True,2025-11-17T19:53:21Z
40,AMB-040,74825-A-4,Rabat,34.04988369922198,-6.838600762609885,disponible,20.362725807617945,centre,96,True,2025-11-17T19:53:21Z
41,AMB-041,29894-A-7,Fès,33.98453858031272,-5.048480727556113,en_route,51.69532064459551,nord,73,True,2025-11-17T19:53:21Z
42,AMB-042,82817-A-6,Tanger,35.74718790725001,-5.8396036561814375,en_intervention,5.8448799372719655,nord,72,True,2025-11-17T19:53:21Z
43,AMB-043,24890-A-6,Agadir,30.468506369706567,-9.632578519547513,disponible,9.969926277584179,sud,69,True,2025-11-17T19:53:21Z
45,AMB-045,40857-A-4,Marrakech,31.604209274850707,-7.992209491581054,disponible,22.434494328400483,sud,64,True,2025-11-17T19:53:21Z
46,AMB-046,27557-A-6,Oujda,34.69596795049911,-1.889830182788257,disponible,9.991082856945514,est,85,True,2025-11-17T19:53:21Z
47,AMB-047,49029-A-8,Fès,34.04209995006261,-4.9979258686828745,disponible,17.09518369628032,nord,64,True,2025-11-17T19:53:21Z
48,AMB-048,14788-A-2,Fès,34.07503088939308,-5.015191409438709,disponible,6.008610544940286,nord,60,True,2025-11-17T19:53:21Z
49,AMB-049,36967-A-5,Rabat,34.051326669248645,-6.827488760967086,hors_service,0.0,centre,76,True,2025-11-17T19:53:21Z
50,AMB-050,91574-A-7,Agadir,30.410433595138752,-9.562308625526907,en_intervention,4.8150266670786745,sud,93,True,2025-11-17T19:53:21Z
1,AMB-001,61995-A-4,Agadir,30.430002497149555,-9.609764476047859,disponible,10.021778874835656,sud,85,True,2025-11-17T19:53:23Z
2,AMB-002,44095-A-8,Laayoune,27.144716933444002,-13.154968255211623,disponible,15.968226824279116,sud,68,True,2025-11-17T19:53:23Z
3,AMB-003,91950-A-5,Rabat,34.05018037485637,-6.847060721181145,disponible,6.8198587253795395,centre,97,True,2025-11-17T19:53:23Z
4,AMB-004,90060-A-7,Oujda,34.634146788271195,-1.9074174961767565,hors_service,0.0,est,82,True,2025-11-17T19:53:23Z
5,AMB-005,49576-A-8,Rabat,34.03169433317555,-6.8636006332123936,en_intervention,9.340209503026758,centre,90,True,2025-11-17T19:53:23Z
6,AMB-006,92592-A-7,Rabat,33.97948016242125,-6.848003614855179,disponible,24.43863893370974,centre,75,True,2025-11-17T19:53:23Z
7,AMB-007,71569-A-8,Oujda,34.703899135397535,-1.864179375387911,disponible,16.760933708087087,est,97,True,2025-11-17T19:53:23Z
8,AMB-008,23804-A-8,Agadir,30.446821267220013,-9.622769427284425,en_route,44.90495331358213,sud,81,True,2025-11-17T19:53:23Z
9,AMB-009,15605-A-6,Agadir,30.44962109138683,-9.579362813782119,en_intervention,0.32844970433901777,sud,83,True,2025-11-17T19:53:23Z
10,AMB-010,45459-A-3,Marrakech,31.603292550655805,-7.94685294765652,hors_service,0.0,sud,75,True,2025-11-17T19:53:23Z
11,AMB-011,86751-A-9,Laayoune,27.1206709790599,-13.183927473160304,disponible,14.811295931110221,sud,97,True,2025-11-17T19:53:23Z
12,AMB-012,10353-A-7,Marrakech,31.61437533766642,-7.988735687959221,en_intervention,7.172461789913635,sud,79,True,2025-11-17T19:53:23Z
13,AMB-013,26955-A-2,Tanger,35.77329696708868,-5.8116096402779505,disponible,17.87996994062819,nord,71,True,2025-11-17T19:53:23Z
14,AMB-014,45847-A-7,Tanger,35.711179739356815,-5.812170605255534,hors_service,0.0,nord,73,True,2025-11-17T19:53:23Z
15,AMB-015,11836-A-9,Laayoune,27.14731976369723,-13.140627902518332,disponible,25.533476442000698,sud,98,True,2025-11-17T19:53:23Z
16,AMB-016,52265-A-1,Agadir,30.400285834383766,-9.627474217289796,en_intervention,16.808287337480024,sud,59,True,2025-11-17T19:53:23Z
17,AMB-017,40273-A-2,Marrakech,31.588746897716774,-7.990970487516805,disponible,0.04975532054295906,sud,95,True,2025-11-17T19:53:23Z
18,AMB-018,75461-A-6,Marrakech,31.581502883237516,-7.960244543546665,disponible,12.333942525732306,sud,91,True,2025-11-17T19:53:23Z
19,AMB-019,98992-A-3,Marrakech,31.65931155063144,-8.009653056213313,disponible,27.399844150692132,sud,95,True,2025-11-17T19:53:23Z
20,AMB-020,44462-A-5,Fès,34.06157091106648,-5.0253246159303595,disponible,2.078542131590181,nord,77,True,2025-11-17T19:53:23Z
21,AMB-021,78091-A-1,Rabat,34.05191368690766,-6.845281705841057,hors_service,0.0,centre,98,True,2025-11-17T19:53:23Z
22,AMB-022,71901-A-4,Tanger,35.73303819211423,-5.841889260178752,en_route,54.23575793183491,nord,91,True,2025-11-17T19:53:23Z
23,AMB-023,93429-A-3,Casablanca,33.530378289450724,-7.6068422954928145,en_route,49.79077755340461,centre,66,True,2025-11-17T19:53:23Z
24,AMB-024,94907-A-2,Laayoune,27.07906496148226,-13.161265244317677,en_intervention,6.731657748129742,sud,60,True,2025-11-17T19:53:23Z
25,AMB-025,66197-A-2,Casablanca,33.5239953557026,-7.620422526880623,disponible,7.673797397927702,centre,63,True,2025-11-17T19:53:23Z
26,AMB-026,77893-A-6,Rabat,34.001810451526715,-6.840692803758695,en_intervention,9.886103225929912,centre,81,True,2025-11-17T19:53:23Z
27,AMB-027,72784-A-5,Casablanca,33.61591798304698,-7.570566320953857,hors_service,0.0,centre,80,True,2025-11-17T19:53:23Z
28,AMB-028,51832-A-9,Rabat,34.03691558935178,-6.8748314900570735,en_intervention,15.853253195460567,centre,82,True,2025-11-17T19:53:23Z
29,AMB-029,44134-A-6,Casablanca,33.61452009857972,-7.636101086299094,en_route,46.42633275341646,centre,78,True,2025-11-17T19:53:23Z
30,AMB-030,73393-A-2,Rabat,33.989938988310456,-6.878867176427739,disponible,20.235923645922913,centre,62,True,2025-11-17T19:53:23Z
31,AMB-031,57826-A-5,Rabat,34.034445627424084,-6.842646727860027,en_route,70.20356579469164,centre,74,True,2025-11-17T19:53:23Z
32,AMB-032,63702-A-1,Agadir,30.41484314142991,-9.643546702548829,disponible,13.752226340624263,sud,68,True,2025-11-17T19:53:23Z
33,AMB-033,38335-A-1,Casablanca,33.544640125202584,-7.611414081492779,disponible,4.852498309293987,centre,63,True,2025-11-17T19:53:23Z
34,AMB-034,60145-A-1,Tanger,35.73291837109536,-5.816999608239591,disponible,12.259381881903156,nord,63,True,2025-11-17T19:53:23Z
35,AMB-035,88810-A-7,Fès,34.01271993327302,-4.967996042782541,disponible,13.694570871534834,nord,94,True,2025-11-17T19:53:23Z
36,AMB-036,16956-A-4,Fès,34.05866278432865,-5.043109075513238,disponible,29.73487456317285,nord,71,True,2025-11-17T19:53:23Z
37,AMB-037,33851-A-9,Fès,34.069069519774125,-5.009266246419456,disponible,12.379828888844951,nord,64,True,2025-11-17T19:53:23Z
38,AMB-038,33352-A-6,Laayoune,27.113182850854425,-13.181836960260133,disponible,27.474754800297195,sud,77,True,2025-11-17T19:53:23Z
39,AMB-039,42394-A-9,Marrakech,31.61198012523844,-8.025894495357495,en_route,30.01154287616339,sud,69,True,2025-11-17T19:53:23Z
40,AMB-040,74825-A-4,Rabat,33.98841517422494,-6.829022592738013,en_route,30.873967672803587,centre,96,True,2025-11-17T19:53:23Z
41,AMB-041,29894-A-7,Fès,34.02919251877386,-5.025482679979663,disponible,29.391469511496545,nord,73,True,2025-11-17T19:53:23Z
42,AMB-042,82817-A-6,Tanger,35.75854039399837,-5.855655488802078,en_route,52.67886324081219,nord,72,True,2025-11-17T19:53:23Z
43,AMB-043,24890-A-6,Agadir,30.41979158270385,-9.604661066217973,disponible,11.377609555416925,sud,69,True,2025-11-17T19:53:23Z
44,AMB-044,57427-A-2,Rabat,34.04771963432735,-6.841534887366932,disponible,3.3034336428514965,centre,82,True,2025-11-17T19:53:23Z
45,AMB-045,40857-A-4,Marrakech,31.66233415168504,-8.021072049090412,disponible,19.0075026990916,sud,64,True,2025-11-17T19:53:23Z
46,AMB-046,27557-A-6,Oujda,34.6768738726715,-1.9070277555450146,en_route,65.57842015204571,est,84,True,2025-11-17T19:53:23Z
47,AMB-047,49029-A-8,Fès,34.061959773694014,-4.954432756976043,hors_service,0.0,nord,63,True,2025-11-17T19:53:23Z
48,AMB-048,14788-A-2,Fès,34.05675279896649,-4.962153750374752,en_intervention,8.43069939069453,nord,60,True,2025-11-17T19:53:23Z
49,AMB-049,36967-A-5,Rabat,34.01050448084663,-6.859991162282157,disponible,17.666332234127687,centre,76,True,2025-11-17T19:53:23Z
50,AMB-050,91574-A-7,Agadir,30.466121792615713,-9.573805560015597,hors_service,0.0,sud,92,True,2025-11-17T19:53:23Z
1,AMB-001,61995-A-4,Agadir,30.386499692377637,-9.58377687136018,disponible,18.434497937554692,sud,85,True,2025-11-17T19:53:25Z
2,AMB-002,44095-A-8,Laayoune,27.152700472084835,-13.123686018208247,en_intervention,16.79068759271072,sud,68,True,2025-11-17T19:53:25Z
3,AMB-003,91950-A-5,Rabat,33.98575239393493,-6.828576134389,disponible,13.650198924265451,centre,97,True,2025-11-17T19:53:25Z
4,AMB-004,90060-A-7,Oujda,34.632810027087764,-1.8944836999869843,en_route,35.6449352044871,est,82,True,2025-11-17T19:53:25Z
