id_hopital,nom,ville,latitude,longitude,capacite_totale,lits_occuppees,taux_saturation,niveau_urgence,specialite_principale,temps_moyen_prise_en_charge_min,timestamp
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,59,0.4917,niveau_1,Urgences,37,2025-12-10 18:32:48+00:00
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,43,0.4778,niveau_2,Traumatologie,32,2025-12-10 18:32:48+00:00
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,54,0.7714,niveau_1,Pédiatrie,42,2025-12-10 18:32:48+00:00
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,39,0.39,niveau_3,Pédiatrie,25,2025-12-10 18:32:48+00:00
202,Hôpital Militaire,Rabat,33.99,-6.84,85,51,0.6,niveau_3,Traumatologie,38,2025-12-10 18:32:48+00:00
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,41,0.5467,niveau_2,Traumatologie,20,2025-12-10 18:32:48+00:00
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,30,0.3,niveau_3,Traumatologie,49,2025-12-10 18:32:48+00:00
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,38,0.5429,niveau_3,Urgences,53,2025-12-10 18:32:48+00:00
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,43,0.4778,niveau_3,Pédiatrie,25,2025-12-10 18:32:48+00:00
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,39,0.65,niveau_3,Pédiatrie,43,2025-12-10 18:32:48+00:00
501,CHU Hassan II,Fès,34.02,-4.98,100,32,0.32,niveau_2,Cardiologie,45,2025-12-10 18:32:48+00:00
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,37,0.5692,niveau_3,Cardiologie,43,2025-12-10 18:32:48+00:00
601,CHU Agadir,Agadir,30.42,-9.6,90,43,0.4778,niveau_3,Neurologie,31,2025-12-10 18:32:48+00:00
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,21,0.3,niveau_3,Pédiatrie,29,2025-12-10 18:32:48+00:00
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,47,0.5529,niveau_2,Urgences,31,2025-12-10 18:32:48+00:00
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,40,0.6667,niveau_3,Cardiologie,51,2025-12-10 18:32:48+00:00
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,34,0.4857,niveau_3,Neurologie,17,2025-12-10 18:32:48+00:00
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,18,0.3,niveau_3,Urgences,23,2025-12-10 18:32:48+00:00
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,60,0.5,niveau_1,Urgences,37,2025-12-10 18:32:53+00:00
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,43,0.4778,niveau_2,Traumatologie,32,2025-12-10 18:32:53+00:00
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,56,0.8,niveau_1,Pédiatrie,42,2025-12-10 18:32:53+00:00
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,38,0.38,niveau_3,Pédiatrie,25,2025-12-10 18:32:53+00:00
202,Hôpital Militaire,Rabat,33.99,-6.84,85,49,0.5765,niveau_3,Traumatologie,38,2025-12-10 18:32:53+00:00
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,42,0.56,niveau_2,Traumatologie,20,2025-12-10 18:32:53+00:00
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,30,0.3,niveau_3,Traumatologie,49,2025-12-10 18:32:53+00:00
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,40,0.5714,niveau_3,Urgences,53,2025-12-10 18:32:53+00:00
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,46,0.5111,niveau_3,Pédiatrie,25,2025-12-10 18:32:53+00:00
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,41,0.6833,niveau_3,Pédiatrie,43,2025-12-10 18:32:53+00:00
501,CHU Hassan II,Fès,34.02,-4.98,100,34,0.34,niveau_2,Cardiologie,45,2025-12-10 18:32:53+00:00
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,36,0.5538,niveau_3,Cardiologie,43,2025-12-10 18:32:53+00:00
601,CHU Agadir,Agadir,30.42,-9.6,90,44,0.4889,niveau_3,Neurologie,31,2025-12-10 18:32:53+00:00
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,21,0.3,niveau_3,Pédiatrie,29,2025-12-10 18:32:53+00:00
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,49,0.5765,niveau_2,Urgences,31,2025-12-10 18:32:53+00:00
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,41,0.6833,niveau_3,Cardiologie,51,2025-12-10 18:32:53+00:00
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,36,0.5143,niveau_3,Neurologie,17,2025-12-10 18:32:53+00:00
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,16,0.2667,niveau_3,Urgences,23,2025-12-10 18:32:53+00:00
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,62,0.5167,niveau_1,Urgences,37,2025-12-10 18:32:58+00:00
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,46,0.5111,niveau_2,Traumatologie,32,2025-12-10 18:32:58+00:00
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,57,0.8143,niveau_1,Pédiatrie,42,2025-12-10 18:32:58+00:00
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,37,0.37,niveau_3,Pédiatrie,25,2025-12-10 18:32:58+00:00
202,Hôpital Militaire,Rabat,33.99,-6.84,85,48,0.5647,niveau_3,Traumatologie,38,2025-12-10 18:32:58+00:00
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,42,0.56,niveau_2,Traumatologie,20,2025-12-10 18:32:58+00:00
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,30,0.3,niveau_3,Traumatologie,49,2025-12-10 18:32:58+00:00
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,38,0.5429,niveau_3,Urgences,53,2025-12-10 18:32:58+00:00
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,48,0.5333,niveau_3,Pédiatrie,25,2025-12-10 18:32:58+00:00
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,42,0.7,niveau_3,Pédiatrie,43,2025-12-10 18:32:58+00:00
501,CHU Hassan II,Fès,34.02,-4.98,100,33,0.33,niveau_2,Cardiologie,45,2025-12-10 18:32:58+00:00
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,38,0.5846,niveau_3,Cardiologie,43,2025-12-10 18:32:58+00:00
601,CHU Agadir,Agadir,30.42,-9.6,90,42,0.4667,niveau_3,Neurologie,31,2025-12-10 18:32:58+00:00
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,21,0.3,niveau_3,Pédiatrie,29,2025-12-10 18:32:58+00:00
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,48,0.5647,niveau_2,Urgences,31,2025-12-10 18:32:58+00:00
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,41,0.6833,niveau_3,Cardiologie,51,2025-12-10 18:32:58+00:00
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,36,0.5143,niveau_3,Neurologie,17,2025-12-10 18:32:58+00:00
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,17,0.2833,niveau_3,Urgences,23,2025-12-10 18:32:58+00:00
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,62,0.5167,niveau_1,Urgences,37,2025-12-10 18:33:03+00:00
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,45,0.5,niveau_2,Traumatologie,32,2025-12-10 18:33:03+00:00
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,58,0.8286,niveau_1,Pédiatrie,42,2025-12-10 18:33:03+00:00
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,36,0.36,niveau_3,Pédiatrie,25,2025-12-10 18:33:03+00:00
202,Hôpital Militaire,Rabat,33.99,-6.84,85,50,0.5882,niveau_3,Traumatologie,38,2025-12-10 18:33:03+00:00
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,44,0.5867,niveau_2,Traumatologie,20,2025-12-10 18:33:03+00:00
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,28,0.28,niveau_3,Traumatologie,49,2025-12-10 18:33:03+00:00
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,39,0.5571,niveau_3,Urgences,53,2025-12-10 18:33:03+00:00
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,46,0.5111,niveau_3,Pédiatrie,25,2025-12-10 18:33:03+00:00
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,44,0.7333,niveau_3,Pédiatrie,43,2025-12-10 18:33:03+00:00
501,CHU Hassan II,Fès,34.02,-4.98,100,32,0.32,niveau_2,Cardiologie,45,2025-12-10 18:33:03+00:00
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,38,0.5846,niveau_3,Cardiologie,43,2025-12-10 18:33:03+00:00
601,CHU Agadir,Agadir,30.42,-9.6,90,41,0.4556,niveau_3,Neurologie,31,2025-12-10 18:33:03+00:00
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,23,0.3286,niveau_3,Pédiatrie,29,2025-12-10 18:33:03+00:00
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,47,0.5529,niveau_2,Urgences,31,2025-12-10 18:33:03+00:00
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,42,0.7,niveau_3,Cardiologie,51,2025-12-10 18:33:03+00:00
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,38,0.5429,niveau_3,Neurologie,17,2025-12-10 18:33:03+00:00
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,16,0.2667,niveau_3,Urgences,23,2025-12-10 18:33:03+00:00
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,65,0.5417,niveau_1,Urgences,37,2025-12-10 18:33:08+00:00
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,44,0.4889,niveau_2,Traumatologie,32,2025-12-10 18:33:08+00:00
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,61,0.8714,niveau_1,Pédiatrie,42,2025-12-10 18:33:08+00:00
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,38,0.38,niveau_3,Pédiatrie,25,2025-12-10 18:33:08+00:00
202,Hôpital Militaire,Rabat,33.99,-6.84,85,49,0.5765,niveau_3,Traumatologie,38,2025-12-10 18:33:08+00:00
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,42,0.56,niveau_2,Traumatologie,20,2025-12-10 18:33:08+00:00
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,30,0.3,niveau_3,Traumatologie,49,2025-12-10 18:33:08+00:00
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,40,0.5714,niveau_3,Urgences,53,2025-12-10 18:33:08+00:00
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,44,0.4889,niveau_3,Pédiatrie,25,2025-12-10 18:33:08+00:00
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,47,0.7833,niveau_3,Pédiatrie,43,2025-12-10 18:33:08+00:00
501,CHU Hassan II,Fès,34.02,-4.98,100,33,0.33,niveau_2,Cardiologie,45,2025-12-10 18:33:08+00:00
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,41,0.6308,niveau_3,Cardiologie,43,2025-12-10 18:33:08+00:00
601,CHU Agadir,Agadir,30.42,-9.6,90,39,0.4333,niveau_3,Neurologie,31,2025-12-10 18:33:08+00:00
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,25,0.3571,niveau_3,Pédiatrie,29,2025-12-10 18:33:08+00:00
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,45,0.5294,niveau_2,Urgences,31,2025-12-10 18:33:08+00:00
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,43,0.7167,niveau_3,Cardiologie,51,2025-12-10 18:33:08+00:00
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,37,0.5286,niveau_3,Neurologie,17,2025-12-10 18:33:08+00:00
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,18,0.3,niveau_3,Urgences,23,2025-12-10 18:33:08+00:00
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,67,0.5583,niveau_1,Urgences,37,2025-12-10 18:33:13+00:00
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,47,0.5222,niveau_2,Traumatologie,32,2025-12-10 18:33:13+00:00
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,63,0.9,niveau_1,Pédiatrie,42,2025-12-10 18:33:13+00:00
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,37,0.37,niveau_3,Pédiatrie,25,2025-12-10 18:33:13+00:00
202,Hôpital Militaire,Rabat,33.99,-6.84,85,50,0.5882,niveau_3,Traumatologie,38,2025-12-10 18:33:13+00:00
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,41,0.5467,niveau_2,Traumatologie,20,2025-12-10 18:33:13+00:00
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,31,0.31,niveau_3,Traumatologie,49,2025-12-10 18:33:13+00:00
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,38,0.5429,niveau_3,Urgences,53,2025-12-10 18:33:13+00:00
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,42,0.4667,niveau_3,Pédiatrie,25,2025-12-10 18:33:13+00:00
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,48,0.8,niveau_3,Pédiatrie,43,2025-12-10 18:33:13+00:00
501,CHU Hassan II,Fès,34.02,-4.98,100,33,0.33,niveau_2,Cardiologie,45,2025-12-10 18:33:13+00:00
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,44,0.6769,niveau_3,Cardiologie,43,2025-12-10 18:33:13+00:00
601,CHU Agadir,Agadir,30.42,-9.6,90,41,0.4556,niveau_3,Neurologie,31,2025-12-10 18:33:13+00:00
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,25,0.3571,niveau_3,Pédiatrie,29,2025-12-10 18:33:13+00:00
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,43,0.5059,niveau_2,Urgences,31,2025-12-10 18:33:13+00:00
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,43,0.7167,niveau_3,Cardiologie,51,2025-12-10 18:33:13+00:00
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,39,0.5571,niveau_3,Neurologie,17,2025-12-10 18:33:13+00:00
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,18,0.3,niveau_3,Urgences,23,2025-12-10 18:33:13+00:00
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,68,0.5667,niveau_1,Urgences,37,2025-12-10 18:33:18+00:00
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,48,0.5333,niveau_2,Traumatologie,32,2025-12-10 18:33:18+00:00
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,64,0.9143,niveau_1,Pédiatrie,42,2025-12-10 18:33:18+00:00
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,36,0.36,niveau_3,Pédiatrie,25,2025-12-10 18:33:18+00:00
202,Hôpital Militaire,Rabat,33.99,-6.84,85,52,0.6118,niveau_3,Traumatologie,38,2025-12-10 18:33:18+00:00
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,40,0.5333,niveau_2,Traumatologie,20,2025-12-10 18:33:18+00:00
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,34,0.34,niveau_3,Traumatologie,49,2025-12-10 18:33:18+00:00
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,40,0.5714,niveau_3,Urgences,53,2025-12-10 18:33:18+00:00
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,44,0.4889,niveau_3,Pédiatrie,25,2025-12-10 18:33:18+00:00
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,51,0.85,niveau_3,Pédiatrie,43,2025-12-10 18:33:18+00:00
501,CHU Hassan II,Fès,34.02,-4.98,100,36,0.36,niveau_2,Cardiologie,45,2025-12-10 18:33:18+00:00
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,47,0.7231,niveau_3,Cardiologie,43,2025-12-10 18:33:18+00:00
601,CHU Agadir,Agadir,30.42,-9.6,90,40,0.4444,niveau_3,Neurologie,31,2025-12-10 18:33:18+00:00
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,24,0.3429,niveau_3,Pédiatrie,29,2025-12-10 18:33:18+00:00
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,41,0.4824,niveau_2,Urgences,31,2025-12-10 18:33:18+00:00
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,46,0.7667,niveau_3,Cardiologie,51,2025-12-10 18:33:18+00:00
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,37,0.5286,niveau_3,Neurologie,17,2025-12-10 18:33:18+00:00
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,18,0.3,niveau_3,Urgences,23,2025-12-10 18:33:18+00:00
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,70,0.5833,niveau_1,Urgences,37,2025-12-10 18:33:23+00:00
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,51,0.5667,niveau_2,Traumatologie,32,2025-12-10 18:33:23+00:00
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,67,0.9571,niveau_1,Pédiatrie,42,2025-12-10 18:33:23+00:00
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,39,0.39,niveau_3,Pédiatrie,25,2025-12-10 18:33:23+00:00
202,Hôpital Militaire,Rabat,33.99,-6.84,85,55,0.6471,niveau_3,Traumatologie,38,2025-12-10 18:33:23+00:00
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,38,0.5067,niveau_2,Traumatologie,20,2025-12-10 18:33:23+00:00
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,32,0.32,niveau_3,Traumatologie,49,2025-12-10 18:33:23+00:00
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,43,0.6143,niveau_3,Urgences,53,2025-12-10 18:33:23+00:00
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,46,0.5111,niveau_3,Pédiatrie,25,2025-12-10 18:33:23+00:00
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,51,0.85,niveau_3,Pédiatrie,43,2025-12-10 18:33:23+00:00
501,CHU Hassan II,Fès,34.02,-4.98,100,38,0.38,niveau_2,Cardiologie,45,2025-12-10 18:33:23+00:00
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,47,0.7231,niveau_3,Cardiologie,43,2025-12-10 18:33:23+00:00
601,CHU Agadir,Agadir,30.42,-9.6,90,43,0.4778,niveau_3,Neurologie,31,2025-12-10 18:33:23+00:00
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,25,0.3571,niveau_3,Pédiatrie,29,2025-12-10 18:33:23+00:00
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,39,0.4588,niveau_2,Urgences,31,2025-12-10 18:33:23+00:00
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,44,0.7333,niveau_3,Cardiologie,51,2025-12-10 18:33:23+00:00
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,36,0.5143,niveau_3,Neurologie,17,2025-12-10 18:33:23+00:00
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,19,0.3167,niveau_3,Urgences,23,2025-12-10 18:33:23+00:00
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,73,0.6083,niveau_1,Urgences,37,2025-12-10 18:33:28+00:00
102,Hôpital Cheikh Khalifa,Casablanca,33.56,-7.63,90,54,0.6,niveau_2,Traumatologie,32,2025-12-10 18:33:28+00:00
103,Hôpital Moulay Youssef,Casablanca,33.59,-7.6,70,68,0.9714,niveau_1,Pédiatrie,42,2025-12-10 18:33:28+00:00
201,CHU Ibn Sina,Rabat,33.98,-6.83,100,38,0.38,niveau_3,Pédiatrie,25,2025-12-10 18:33:28+00:00
202,Hôpital Militaire,Rabat,33.99,-6.84,85,55,0.6471,niveau_3,Traumatologie,38,2025-12-10 18:33:28+00:00
203,Hôpital Cheikh Zaid,Rabat,33.97,-6.85,75,40,0.5333,niveau_2,Traumatologie,20,2025-12-10 18:33:28+00:00
301,CHU Mohammed VI,Marrakech,31.65,-8.02,100,32,0.32,niveau_3,Traumatologie,49,2025-12-10 18:33:28+00:00
302,Hôpital Ibn Tofail,Marrakech,31.64,-8.01,70,41,0.5857,niveau_3,Urgences,53,2025-12-10 18:33:28+00:00
401,CHU Tanger Mohammed VI,Tanger,35.76,-5.8,90,45,0.5,niveau_3,Pédiatrie,25,2025-12-10 18:33:28+00:00
402,Hôpital Duc de Tovar,Tanger,35.78,-5.81,60,54,0.9,niveau_3,Pédiatrie,43,2025-12-10 18:33:28+00:00
501,CHU Hassan II,Fès,34.02,-4.98,100,38,0.38,niveau_2,Cardiologie,45,2025-12-10 18:33:28+00:00
502,Hôpital Al Ghassani,Fès,34.03,-4.99,65,49,0.7538,niveau_3,Cardiologie,43,2025-12-10 18:33:28+00:00
601,CHU Agadir,Agadir,30.42,-9.6,90,44,0.4889,niveau_3,Neurologie,31,2025-12-10 18:33:28+00:00
602,Hôpital Hassan II,Agadir,30.41,-9.58,70,27,0.3857,niveau_3,Pédiatrie,29,2025-12-10 18:33:28+00:00
701,CHU Mohammed VI Oujda,Oujda,34.68,-1.91,85,38,0.4471,niveau_2,Urgences,31,2025-12-10 18:33:28+00:00
702,Hôpital Al Farabi,Oujda,34.67,-1.92,60,43,0.7167,niveau_3,Cardiologie,51,2025-12-10 18:33:28+00:00
801,Hôpital Moulay Hassan,Laayoune,27.15,-13.2,70,36,0.5143,niveau_3,Neurologie,17,2025-12-10 18:33:28+00:00
802,Hôpital Militaire 3e,Laayoune,27.16,-13.19,60,19,0.3167,niveau_3,Urgences,23,2025-12-10 18:33:28+00:00
101,CHU Ibn Rochd,Casablanca,33.585,-7.615,120,76,0.6333,niveau_1,Urgences,37,2025-12-10 18:33:33+00:00
